symbol,assets,open,high,low,ltp,chn,per,qty,trdval,nav,wkhi,wklo,prevclose,stockindcloseprice,perchange365d,perchange30d,date365dago,date30dago,xdt,cact,ypc,mpc,nearwkh,nearwkl,charttodaypath,chart30dpath,chart365dpath,series,meta,date
ELM250,Nifty LargeMidcap 250 TRI,16.92,16.92,16.8,16.8,-0.03,-0.18,23940,402910.2,16.789,19.2,15.89,16.83,0,0.0,-1.23,,26-Nov-2025,-,-,inf,-1.3505578391074595,12.499999999999991,-5.726872246696036,https://nsearchives.nseindia.com/today/ELM250EQN.svg,https://nsearchives.nseindia.com/30d/ELM250-EQ.svg,,EQ,"{'symbol': 'ELM250', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty LargeMidcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VV4', 'listingDate': '2025-09-09', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
HDFCNIF100,HDFC NIFTY 100 ETF,28.16,28.16,27.19,27.43,-0.05,-0.18,39588,1083919.44,27.4244,29.0,21.15,27.48,0,9.21,-0.36,26-Dec-2024,26-Nov-2025,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 177.27/- PER SHARE TO RS 17.727/- PER SHARE,9.32642487046632,-0.2545454545454556,5.413793103448277,-29.692671394799063,https://nsearchives.nseindia.com/today/HDFCNIF100EQN.svg,https://nsearchives.nseindia.com/30d/HDFCNIF100-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNIF100-EQ.svg,EQ,"{'symbol': 'HDFCNIF100', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HR4', 'slb_isin': 'INF179KC1HR4', 'listingDate': '2022-08-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
TOP100CASE,Zerodha Nifty 100 ETF,11.29,11.29,10.8,11.11,-0.02,-0.18,707526,7846463.34,11.1194,11.47,8.01,11.13,0,8.94,-0.54,26-Dec-2024,26-Nov-2025,-,-,9.135559921414536,-0.3587443946188423,3.138622493461213,-38.701622971285886,https://nsearchives.nseindia.com/today/TOP100CASEEQN.svg,https://nsearchives.nseindia.com/30d/TOP100CASE-EQ.svg,https://nsearchives.nseindia.com/365d/TOP100CASE-EQ.svg,EQ,"{'symbol': 'TOP100CASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01067', 'slb_isin': 'INF0R8F01067', 'listingDate': '2024-06-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MID150BEES,Nifty Midcap 150 TRI,229.96,229.99,228.31,228.5,-0.42,-0.18,1537464,351787137.84,229.2602,239.0,179.0,228.92,0,5.31,-0.97,26-Dec-2024,26-Nov-2025,-,-,5.323807328877627,-0.9536194191590762,4.393305439330544,-27.6536312849162,https://nsearchives.nseindia.com/today/MID150BEESEQN.svg,https://nsearchives.nseindia.com/30d/MID150BEES-EQ.svg,https://nsearchives.nseindia.com/365d/MID150BEES-EQ.svg,EQ,"{'symbol': 'MID150BEES', 'companyName': 'NIPPON INDIA ETF NIFTY MIDCAP 150', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB1V68', 'slb_isin': 'INF204KB1V68', 'listingDate': '2019-02-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,33.57,33.57,32.48,32.7,-0.06,-0.18,496552,16177664.16,32.6994,33.66,24.13,32.76,0,26.64,-0.79,26-Dec-2024,26-Nov-2025,-,-,27.33644859813085,-0.2440512507626549,2.852049910873422,-35.51595524243682,https://nsearchives.nseindia.com/today/FINIETFEQN.svg,https://nsearchives.nseindia.com/30d/FINIETF-EQ.svg,https://nsearchives.nseindia.com/365d/FINIETF-EQ.svg,EQ,"{'symbol': 'FINIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Pru Nifty Fin Ser Ex-Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC17L8', 'slb_isin': 'INF109KC17L8', 'listingDate': '2022-11-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
AONENIFTY,Nifty 50 Index,10.61,10.78,10.61,10.69,-0.02,-0.19,194432,2076533.76,10.7107,12.0,9.47,10.71,0,0.0,-0.37,,26-Nov-2025,-,-,inf,-0.186741363211964,10.916666666666671,-12.882787750791962,https://nsearchives.nseindia.com/today/AONENIFTYEQN.svg,https://nsearchives.nseindia.com/30d/AONENIFTY-EQ.svg,,EQ,"{'symbol': 'AONENIFTY', 'companyName': 'Angel One Mutual Fund - Angel One Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF1J2R01064', 'listingDate': '2025-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
GROWWNIFTY,Nifty 50 Index - TRI,10.75,10.75,10.44,10.47,-0.02,-0.19,299075,3128324.5,10.4865,11.0,9.5,10.49,0,0.0,-0.29,,26-Nov-2025,-,-,inf,-0.1906577693040951,4.818181818181812,-10.21052631578948,https://nsearchives.nseindia.com/today/GROWWNIFTYEQN.svg,https://nsearchives.nseindia.com/30d/GROWWNIFTY-EQ.svg,,EQ,"{'symbol': 'GROWWNIFTY', 'companyName': 'Groww Mutual Fund - Groww Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LL8', 'listingDate': '2025-07-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
HEALTHY,Nifty Healthcare TRI,15.13,15.38,15.01,15.11,-0.03,-0.2,222327,3354914.43,15.1241,16.25,12.2,15.14,0,1.41,-1.63,26-Dec-2024,26-Nov-2025,-,-,1.6823687752355316,-1.3707571801566636,7.015384615384619,-23.852459016393443,https://nsearchives.nseindia.com/today/HEALTHYEQN.svg,https://nsearchives.nseindia.com/30d/HEALTHY-EQ.svg,https://nsearchives.nseindia.com/365d/HEALTHY-EQ.svg,EQ,"{'symbol': 'HEALTHY', 'companyName': 'Aditya Birla Sun Life MF-Aditya Birla Sun Life Nifty Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB10C2', 'slb_isin': 'INF209KB10C2', 'listingDate': '2021-10-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,44.66,44.95,44.33,44.57,-0.09,-0.2,47926,2134144.78,44.5434,47.57,37.93,44.66,0,-0.6,-1.83,26-Dec-2024,26-Nov-2025,-,-,-0.4467277194549985,-1.6765938671961131,6.306495690561278,-17.50593197996309,https://nsearchives.nseindia.com/today/MOHEALTHEQN.svg,https://nsearchives.nseindia.com/30d/MOHEALTH-EQ.svg,https://nsearchives.nseindia.com/365d/MOHEALTH-EQ.svg,EQ,"{'symbol': 'MOHEALTH', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BB1', 'slb_isin': 'INF247L01BB1', 'listingDate': '2022-08-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,9.81,9.88,9.7,9.79,-0.02,-0.2,69795,682595.1,9.7885,10.5,9.51,9.81,0,0.0,0.0,,,-,-,inf,inf,6.76190476190477,-2.944269190325966,https://nsearchives.nseindia.com/today/AONETMMQ50EQN.svg,,,EQ,"{'symbol': 'AONETMMQ50', 'companyName': 'Angel One MF - Angel One Nifty Total Market Momentum Quality 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF1J2R01148', 'listingDate': '2025-11-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
NIFTYETF,Nifty 50,280.0,283.4,280.0,281.46,-0.6,-0.21,90413,25424135.6,282.1079,285.23,226.0,282.06,0,10.72,-0.69,26-Dec-2024,26-Nov-2025,-,-,10.95955215642986,-0.4773522859870664,1.3217403498930822,-24.53982300884955,https://nsearchives.nseindia.com/today/NIFTYETFEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYETF-EQ.svg,EQ,"{'symbol': 'NIFTYETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01EG9', 'slb_isin': 'INF769K01EG9', 'listingDate': '2018-11-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,24.45,24.46,23.95,24.22,-0.05,-0.21,71177,1711806.85,24.1781,26.77,17.13,24.27,0,0.0,-1.27,,26-Nov-2025,-,-,inf,-0.6155108740254498,9.525588345162497,-41.38937536485698,https://nsearchives.nseindia.com/today/ECAPINSUREEQN.svg,https://nsearchives.nseindia.com/30d/ECAPINSURE-EQ.svg,,EQ,"{'symbol': 'ECAPINSURE', 'companyName': 'Edelweiss Mutual Fund - Edelweiss BSE Capital Markets & Insurance ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01TX4', 'slb_isin': 'INF754K01TX4', 'listingDate': '2025-01-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,42.42,42.42,41.57,42.01,-0.09,-0.21,50467,2114062.63,41.9611,48.0,34.71,42.1,0,-10.68,-2.27,26-Dec-2024,26-Nov-2025,-,-,-10.119811724433042,-1.661985018726594,12.479166666666671,-21.03140305387496,https://nsearchives.nseindia.com/today/EMULTIMQEQN.svg,https://nsearchives.nseindia.com/30d/EMULTIMQ-EQ.svg,https://nsearchives.nseindia.com/365d/EMULTIMQ-EQ.svg,EQ,"{'symbol': 'EMULTIMQ', 'companyName': 'Edelweiss MF - Edelweiss Nifty500 Multicap Momentum Quality 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01TF1', 'slb_isin': 'INF754K01TF1', 'listingDate': '2024-11-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MONIFTY500,Motilal Oswal Nifty 500 ETF,24.37,24.37,24.19,24.25,-0.05,-0.21,262826,6370902.24,24.2617,24.71,19.5,24.3,0,6.92,-0.37,26-Dec-2024,26-Nov-2025,-,-,6.922398589065257,-0.3697617091207882,1.861594496155406,-24.35897435897436,https://nsearchives.nseindia.com/today/MONIFTY500EQN.svg,https://nsearchives.nseindia.com/30d/MONIFTY500-EQ.svg,https://nsearchives.nseindia.com/365d/MONIFTY500-EQ.svg,EQ,"{'symbol': 'MONIFTY500', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty 500 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BU1', 'slb_isin': 'INF247L01BU1', 'listingDate': '2023-10-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
PHARMABEES,Nifty Pharma TRI,23.12,23.52,23.12,23.26,-0.05,-0.21,2834517,65902520.25,23.3093,24.65,19.47,23.31,0,0.61,-0.56,26-Dec-2024,26-Nov-2025,-,-,0.6490696668109136,-0.5132591958939156,5.638945233265709,-19.46584488957372,https://nsearchives.nseindia.com/today/PHARMABEESEQN.svg,https://nsearchives.nseindia.com/30d/PHARMABEES-EQ.svg,https://nsearchives.nseindia.com/365d/PHARMABEES-EQ.svg,EQ,"{'symbol': 'PHARMABEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty Pharma ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1089', 'slb_isin': 'INF204KC1089', 'listingDate': '2021-07-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,32.32,32.32,31.75,31.9,-0.07,-0.22,800130,25516145.7,31.9442,35.0,25.0,31.97,0,-7.04,-2.66,26-Dec-2024,26-Nov-2025,12-AUG-22,ADDITONAL ISSUANCE 9:1,-6.752411575562707,-2.356902356902366,8.857142857142861,-27.599999999999994,https://nsearchives.nseindia.com/today/MOM30IETFEQN.svg,https://nsearchives.nseindia.com/30d/MOM30IETF-EQ.svg,https://nsearchives.nseindia.com/365d/MOM30IETF-EQ.svg,EQ,"{'symbol': 'MOM30IETF', 'companyName': 'ICICI Prudential Mutual Fund -  ICICI Pru Nifty 200 Momentum 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC17C7', 'slb_isin': 'INF109KC17C7', 'listingDate': '2022-08-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
BANKPSU,Nifty PSU Bank Total Return Index,84.99,84.99,83.06,83.23,-0.18,-0.22,7637,635551.14,83.3823,88.74,55.29,83.41,0,25.37,-2.98,26-Dec-2024,26-Nov-2025,-,-,25.365265853291167,-2.984030772817347,6.209150326797376,-50.5335503707723,https://nsearchives.nseindia.com/today/BANKPSUEQN.svg,https://nsearchives.nseindia.com/30d/BANKPSU-EQ.svg,https://nsearchives.nseindia.com/365d/BANKPSU-EQ.svg,EQ,"{'symbol': 'BANKPSU', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01LZ4', 'slb_isin': 'INF769K01LZ4', 'listingDate': '2024-10-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,216.25,216.25,215.55,215.78,-0.47,-0.22,1776,383296.32,215.9613,216.93,179.33,216.25,0,10.72,-0.04,26-Dec-2024,26-Nov-2025,-,-,10.724548440065684,-0.0416917589289866,0.5301249250910458,-20.325656610717665,https://nsearchives.nseindia.com/today/LOWVOLEQN.svg,https://nsearchives.nseindia.com/30d/LOWVOL-EQ.svg,https://nsearchives.nseindia.com/365d/LOWVOL-EQ.svg,EQ,"{'symbol': 'LOWVOL', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 100 Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01JU9', 'listingDate': '2023-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MANUFGBEES,Nifty India Manufacturing TRI,149.23,153.97,149.23,152.73,-0.33,-0.22,2463,376469.55,152.769,160.69,142.5,153.06,0,0.0,-0.24,,26-Nov-2025,-,-,inf,-0.117716303708068,4.9536374385462745,-7.178947368421046,https://nsearchives.nseindia.com/today/MANUFGBEESEQN.svg,https://nsearchives.nseindia.com/30d/MANUFGBEES-EQ.svg,,EQ,"{'symbol': 'MANUFGBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Nifty India Manufacturing ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1GH6', 'listingDate': '2025-08-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,22.41,22.44,22.2,22.25,-0.05,-0.22,26966,600802.48,22.3155,23.0,18.3,22.3,0,4.22,0.36,26-Dec-2024,26-Nov-2025,-,-,4.362101313320824,0.4968383017163479,3.260869565217391,-21.58469945355191,https://nsearchives.nseindia.com/today/NIFTYQLITYEQN.svg,https://nsearchives.nseindia.com/30d/NIFTYQLITY-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTYQLITY-EQ.svg,EQ,"{'symbol': 'NIFTYQLITY', 'companyName': 'Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB15K4', 'slb_isin': 'INF209KB15K4', 'listingDate': '2022-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
MIDCAPIETF,Nifty Midcap 150,23.51,23.51,22.82,22.89,-0.05,-0.22,1125857,25804642.44,22.9314,24.0,17.8,22.94,0,5.49,-0.95,26-Dec-2024,26-Nov-2025,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,5.5325034578146575,-0.9090909090909128,4.624999999999997,-28.59550561797753,https://nsearchives.nseindia.com/today/MIDCAPIETFEQN.svg,https://nsearchives.nseindia.com/30d/MIDCAPIETF-EQ.svg,https://nsearchives.nseindia.com/365d/MIDCAPIETF-EQ.svg,EQ,"{'symbol': 'MIDCAPIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC11W8', 'slb_isin': 'INF109KC11W8', 'listingDate': '2020-01-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,83.8,83.98,83.3,83.69,-0.19,-0.23,26173,2182828.2,83.7104,88.56,55.68,83.88,0,25.44,-2.98,26-Dec-2024,26-Nov-2025,-,-,25.47226386806596,-2.956864564007418,5.499096657633248,-50.305316091954026,https://nsearchives.nseindia.com/today/HDFCPSUBKEQN.svg,https://nsearchives.nseindia.com/30d/HDFCPSUBK-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCPSUBK-EQ.svg,EQ,"{'symbol': 'HDFCPSUBK', 'companyName': 'HDFC Mutual Fund -HDFC NIFTY PSU BANK ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HW4', 'slb_isin': 'INF179KC1HW4', 'listingDate': '2024-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-26 00:00:00
