UNIVERSE,ASSET CLASS,CATEGORY,SUB-CATEGORY,AMC,ETF,BENCHMARK INDEX,website_link,SYMBOL,BSE TICKER,ISIN CODE,LAUNCH DATE,AUM(Crores),EXPENSE RATIO,OVERALL TRACKING ERROR,OVERALL TRACKING DIFFERENCE,YEARS ACTIVE
NSE,DEBT,LIQUID,,Nippon India Mutual Fund,Nippon India Nifty 1D Rate Liquid ETF Growth,Nifty 1D Rate Index,https://mf.nipponindiaim.com/FundsAndPerformance/Pages/NipponIndia-Nifty-1D-Rate-Liquid-ETF-Growth.aspx,LIQGRWBEES,,INF204KC1FU1,25-07-2025,85.17,0.49,,,0.38
,DEBT,G-Sec,,Nippon India Mutual Fund,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,Nifty 8-13 yr G-Sec Index,https://mf.nipponindiaim.com/FundsAndPerformance/Pages/NipponIndia-ETF-Nifty-8-13-yr-G-Sec-Long-Term-Gilt.aspx,LTGILTBEES,590143,INF204KB1882,05-07-2016,2655.97,0.1,0.02,-0.19,9.44
,DEBT,G-Sec,,Nippon India Mutual Fund,Nippon India ETF Nifty 5 yr Benchmark GSec,Nifty 5 yr Benchmark G-Sec Index,https://mf.nipponindiaim.com/FundsAndPerformance/Pages/NipponIndia-ETF-Nifty-5-yr-Benchmark-G-Sec.aspx,GILT5YBEES,,INF204KC1030,05-04-2021,263.07,0.09,0.14,-0.03,4.68
BSE,EQUITY,BROADER,BSE Sensex Next 30,Nippon India Mutual Fund,Nippon India BSE Sensex Next 30 ETF,BSE Sensex Next 30 TRI,https://etf.nipponindiaim.com/Funds/details/2028,SNXT30BEES,544415,INF204KC1EZ3,10-06-2025,4.39,0.15,0.15,,0.52
BSE,EQUITY,BROADER,BSE Sensex Next 50,Nippon India Mutual Fund,Nippon India ETF BSE Sensex Next 50,BSE Sensex Next 50 TRI,https://mf.nipponindiaim.com/FundsAndPerformance/Pages/NipponIndia-ETF-BSE-Sensex-Next-50.aspx,SNXT50BEES,542747,INF204KB15D0,30-07-2019,84.34,0.23,0.06,-0.76,6.39
NSE,EQUITY,BROADER,Nifty Midcap 150,Nippon India Mutual Fund,Nippon India Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://etf.nipponindiaim.com/Funds/details/1017,MID150BEES,590144,INF204KB1V68,31-01-2019,2692.6,0.21,0.12,-0.35,6.87
BSE,EQUITY,BROADER,BSE Sensex Next 30,Nippon India Mutual Fund,Nippon India BSE Sensex Next 30 ETF,BSE Sensex Next 30 TRI,https://etf.nipponindiaim.com/Funds/details/2028,SNXT30BEES,,INF204KC1EZ3,13-06-2025,4.39,0.15,,,0.5
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,Nippon India Mutual Fund,Nippon India ETF Nifty 50 Value 20,Nifty 50 Value 20 TRI,https://etf.nipponindiaim.com/Funds/details/16,NV20BEES,,INF204KB18I3,23-06-2015,159.11,0.26,0.06,-0.61,10.48
,DEBT,SDL,,Nippon India Mutual Fund,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Nifty SDL Apr 2026 Top 20 Equal Weight Index,https://mf.nipponindiaim.com/FundsAndPerformance/Pages/NipponIndia-ETF-Nifty-SDL-Apr-2026-Top-20-Equal-Weight.aspx,SDL26BEES,,INF204KC1022,31-03-2021,5052.65,0.2,0.33,0.08,4.71
NSE,EQUITY,THEMATIC,CPSE,Nippon India Mutual Fund,CPSE ETF,Nifty CPSE TRI,https://etf.nipponindiaim.com/Funds/details/10,CPSEETF,538057,INF457M01133,04-04-2014,29139.67,0.07,0.08,1.02,11.7
NSE,EQUITY,THEMATIC,Manufacturing,Nippon India Mutual Fund,Nippon India Nifty India Manufacturing ETF,Nifty India Manufacturing TRI,https://etf.nipponindiaim.com/Funds/details/3032,MANUFGBEES,,INF204KC1GH6,29-08-2025,6.14,0.25,0.04,,0.29
NSE,EQUITY,STRATEGIC,Nifty Dividend Opportunities 50,Nippon India Mutual Fund,Nippon India ETF Nifty Dividend Opportunities 50,Nifty Dividend Opportunities 50 TRI,https://etf.nipponindiaim.com/Funds/details/4,DIVOPPBEES,,INF204KA1MS3,15-04-2014,77.76,0.37,0.05,-0.26,11.67
NSE,EQUITY,BROADER,Nifty 50,Quantum Mutual Fund,Quantum Nifty 50 ETF,Nifty 50 TRI,https://www.quantumamc.com/equity-funds/quantum-nifty-etf-fund,QNIFTY,,INF082J01028,18-07-2008,77,0.09,0.05,-0.07,17.33
,COMMODITIES,GOLD,,Quantum Mutual Fund,Quantum Gold Exchange Traded Fund - Open Ended,Domestic Price of Gold,https://www.quantumamc.com/gold-funds/quantum-gold-etf-fund,QGOLDHALF,590099,INF082J01408,22-02-2008,489.79,0.56,,-0.92,17.81
NSE,EQUITY,BROADER,Nifty 50,SBI Mutual Fund,SBI Nifty 50 ETF,Nifty 50 TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-50-etf-433,SETFNIF50,,INF200KA1FS1,27-07-2015,217587.37,0.04,0.01,-0.08,10.3
BSE,EQUITY,BROADER,BSE Sensex,SBI Mutual Fund,SBI Sensex ETF,S&P BSE Sensex TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-s--p-bse-sensex-etf-formerly-known-as-(sbi-etf-sensex)-294,SBISENSEX,535276,INF200K01VT2,15-03-2013,123001,0.04,0.02,-0.09,12.69
NSE,EQUITY,BROADER,Nifty Next 50,SBI Mutual Fund,SBI Nifty Junior ETF,Nifty Next 50 TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-next-50-etf-formerly-known-as-(sbi-etf-nifty-next-50)-416,SETFNN50,,INF200KA1598,25-03-2015,2683.24,0.12,0.06,-0.31,10.67
NSE,EQUITY,STRATEGIC,Nifty 50 Factor Indices,SBI Mutual Fund,SBI Nifty50 Equal Weight ETF,Nifty 50 Equal Weight TRI,https://etf.sbimf.com/sbimf-scheme-details/sbi-nifty-50-etf-433,SBINEQWETF,544215,INF200KB1282,23-07-2024,28.83,0.3,0.04,-0.42,1.37
NSE,EQUITY,SECTORAL,BANK,SBI Mutual Fund,SBI Banking ETF,Nifty Bank TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-bank-etf-formerly-known-as-(sbi-etf-nifty-bank)-417,SETFNIFBK,590137,INF200KA1580,25-03-2015,3997.39,0.19,0.02,-0.34,10.71
NSE,EQUITY,SECTORAL,IT,SBI Mutual Fund,SBI ETF IT,NIFTY IT TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-it-etf-577,SBIETFIT,,INF200KA1S14,22-10-2020,74.34,0.2,0.04,-0.28,5.13
NSE,EQUITY,SECTORAL,PRIVATE BANK,SBI Mutual Fund,SBI ETF Private Bank,Nifty Private Bank TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-private-bank-etf-formerly-known-as-(sbi-etf-private-bank)-576,SBIETFPB,,INF200KA1S22,22-10-2020,519.86,0.15,0.02,-0.28,5.13
NSE,EQUITY,THEMATIC,India Cosumption,SBI Mutual Fund,SBI ETF Consumption,Nifty India Consumption TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-consumption-etf-592,SBIETFCON,,INF200KA1X17,02-07-2021,25.13,0.25,0.02,-0.42,4.43
BSE,EQUITY,BROADER,BSE 100,SBI Mutual Fund,SBI BSE 100 ETF,BSE 100 TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-s--p-bse-100-etf-formerly-known-as-(sbi-etf-bse-100)-418,SETFBSE100,539031,INF200KA1572,18-03-2015,10.15,0.14,0.02,-0.2,10.73
,COMMODITIES,GOLD,,SBI Mutual Fund,SBI Gold Exchange Traded Scheme - Growth Option,Domestic Price of Gold,https://www.sbimf.com/sbimf-scheme-details/sbi-gold-etf-formerly-known-as-(sbi-etf-gold)-131,SETFGOLD,590098,INF200KA16D8,18-05-2009,14141.5,0.7,0.23,-1.07,16.58
,COMMODITIES,SILVER,,SBI Mutual Fund,SBI Silver ETF,Domestic Price of Physical Silver,https://www.sbimf.com/sbimf-scheme-details/sbi-silver-etf-652,SBISILVER,544206,INF200KB1217,03-07-2024,2330.68,0.4,0.63,-2,1.44
NSE,DEBT,LIQUID,,SBI Mutual Fund,SBI Nifty 1D Rate Liquid ETF Growth,Nifty 1D Rate Index,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-1d-rate-liquid-etf---growth-677,SBILIQETF,544478,INF200KB1969,13-08-2025,28.53,0.2,,-0.07,0.33
BSE,EQUITY,BROADER,BSE Sensex Next 50,SBI Mutual Fund,SBI ETF Sensex Next 50,BSE Sensex Next 50 TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-bse-sensex-next-50-etf-499,SETFSN50,541972,INF200KA1VQ2,25-09-2018,24.28,0.12,0.04,-0.45,7.23
NSE,EQUITY,STRATEGIC,Nifty 200 Factor Indices,SBI Mutual Fund,SBI Nifty 200 Quality 30 ETF,Nifty 200 Quality 30 TRI,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-200-quality-30-etf-formerly-known-as-(sbi-etf-quality)-507,SBIETFQLTY,,INF200KA1WX6,17-12-2018,76.58,0.3,0.06,-0.64,7
BSE,EQUITY,THEMATIC,PSU BANK,SBI Mutual Fund,SBI BSE PSU Bank ETF,BSE PSU BANK TRI,https://etf.sbimf.com/sbimf-scheme-details/sbi-bse-psu-bank-etf-fund-669,SBIBPB,,INF200KB1712,27-03-2025,813.69,0.25,,-0.03,0.72
,DEBT,G-Sec,,SBI Mutual Fund,SBI ETF 10 YEAR GILT,Nifty 10 yr Benchmark G-Sec Index,https://www.sbimf.com/sbimf-scheme-details/sbi-nifty-10-yr-benchmark-g-sec-etf-formerly-known-as-(sbi-etf-10-year-gilt)-455,SETF10GILT,,INF200KA1JT1,17-06-2016,3289.43,0.14,0.03,-0.08,9.5
NSE,DEBT,LIQUID,,Shriram Mutual Fund,Shriram Nifty 1D Rate Liquid ETF,Nifty 1D Rate Index,https://www.shriramamc.in/mutual-funds/snifty1detf,LIQUIDSHRI,544208,INF680P01422,09-07-2024,46.11,0.42,0.01,-0.41,1.43
NSE,EQUITY,BROADER,Nifty 50,Tata Mutual Fund,Tata Nifty 50 ETF,Nifty 50 TRI,https://www.tatamutualfund.com/mutual-funds/tata-nifty-50-exchange-traded-fund-direct-growth,NETF,,INF277K015R5,01-01-2019,709,0.06,0.17,-0.09,6.87
NSE,EQUITY,SECTORAL,PRIVATE BANK,Tata Mutual Fund,Tata Nifty Private Bank Exchange Traded Fund,Nifty Private Bank TRI,https://www.tatamutualfund.com/mutual-funds/tata-nifty-private-bank-exchange-traded-fund-direct-growth,NPBET,,INF277K010X4,09-09-2019,11.98,0.13,0.07,0.16,6.25
NSE,EQUITY,THEMATIC,Digital,Tata Mutual Fund,Tata Nifty India Digital Exchange Traded Fund,Nifty India Digital TRI,https://www.tatamutualfund.com/mutual-funds/tata-nifty-india-digital-exchange-traded-fund-direct-growth,TNIDETF,,INF277KA1364,08-04-2022,177.31,0.39,0.12,-0.26,3.67
,COMMODITIES,GOLD,,Tata Mutual Fund,Tata Gold Exchange Traded Fund,Domestic Price of Gold,https://www.tatamutualfund.com/mutual-funds/tata-gold-exchange-traded-fund-direct-growth,TATAGOLD,590140,INF277KA1976,17-01-2024,2074.52,0.4,0.42,-2,1.9
,COMMODITIES,SILVER,,Tata Mutual Fund,Tata Silver Exchange Traded Fund,Domestic Price of Physical Silver,https://www.tatamutualfund.com/mutual-funds/tata-silver-exchange-traded-fund-direct-growth,TATSILV,140518585,INF277KA1984,12-02-2024,1189.44,0.44,0.7,-2.21,1.83
,COMMODITIES,GOLD,,Union Mutual Fund,Union Gold ETF,Domestic Price of Gold,https://www.unionmf.com/funddetail/union-gold-etf,UNIONGOLD,544363,INF582M01KS4,21-02-2025,181.96,0.54,,,0.8
NSE,EQUITY,BROADER,Nifty 50,UTI Mutual Fund,UTI Nifty 50 ETF,Nifty 50 TRI,https://www.utimf.com/mutual-funds/uti-nifty-50-etf,UTINIFTETF,,INF789F1AZC0,03-09-2015,67853,0.05,0.13,-0.06,10.2
BSE,EQUITY,BROADER,BSE Sensex,UTI Mutual Fund,UTI BSE Sensex ETF,S&P BSE Sensex TRI,https://www.utimf.com/mutual-funds/uti-bse-sensex-etf,UTISENSETF,539312,INF789FB1X58,01-09-2015,52972,0.05,0.02,-0.08,10.22
NSE,EQUITY,BROADER,Nifty Next 50,UTI Mutual Fund,UTI Nifty Next 50 Exchange Traded Fund,Nifty Next 50 TRI,https://www.utimf.com/mutual-funds/uti-nifty-next-50-exchange-traded-fund,UTINEXT50,540669,INF789F1AUW9,08-08-2017,2120.08,0.15,0,-0.1,8.29
NSE,EQUITY,SECTORAL,BANK,UTI Mutual Fund,UTI Nifty Bank ETF,Nifty Bank TRI,https://www.utimf.com/mutual-funds/uti-nifty-bank-etf-0,UTIBANKETF,543226,INF789F1AUV1,03-09-2020,3817.83,0.17,0,0.1,5.26
NSE,EQUITY,SECTORAL,IT,UTI Mutual Fund,UTI Nifty IT ETF,NIFTY IT TRI,https://www.utimf.com/mutual-funds/uti-nifty-it-etf,NIFITETF,544102,INF789F1AZD8,01-02-2024,6.7,0.19,0,-0.23,1.85
,COMMODITIES,GOLD,,UTI Mutual Fund,UTI Gold Exchange Traded Fund - Open Ended,Domestic Price of Gold,https://www.utimf.com/mutual-funds/uti-gold-exchange-traded-fund,GOLDSHARE,590101,INF789F1AUX7,17-04-2007,2857.35,0.48,0,-1.06,18.66
,COMMODITIES,SILVER,,UTI Mutual Fund,UTI Silver Exchange Traded Fund,Domestic Price of Physical Silver,https://www.utimf.com/mutual-funds/uti-silver-exchange-traded-fund,SILVERETF,543900,INF789F1AYK6,17-01-2023,820.06,0.53,0,-1.27,2.9
,DEBT,G-Sec,,UTI Mutual Fund,UTI Nifty 10 yr Benchmark G-Sec ETF,Nifty 10 yr Benchmark G-Sec Index,https://www.utimf.com/mutual-funds/uti-nifty-10-yr-benchmark-g-sec-etf,NIF10GETF,,INF789F1AZF3,29-01-2024,22.35,0.25,0,0,1.87
,DEBT,G-Sec,,UTI Mutual Fund,UTI Nifty 5 Year Benchmark G-Sec ETF,Nifty 5 yr Benchmark G-Sec Index,https://www.utimf.com/mutual-funds/uti-nifty-5-yr-benchmark-g-sec-etf,NIF5GETF,544103,INF789F1AZE6,29-01-2024,25.06,0.21,0,-0.09,1.87
BSE,EQUITY,BROADER,BSE Sensex Next 50,UTI Mutual Fund,UTI BSE Sensex Next 50 ETF,BSE Sensex Next 30 TRI,https://www.utimf.com/mutual-funds/uti-sp-bse-sensex-next-50-exchange-traded-fund,UTISXN50,542513,INF789F1AUU3,08-03-2019,28.94,0.2,0,-0.5,6.78
NSE,EQUITY,BROADER,Nifty Midcap 150,UTI Mutual Fund,UTI Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.utimf.com/mutual-funds/uti-nifty-midcap-150-exchange-traded-fund-etf,NIFMID150,543975,INF789F1AYX9,05-09-2023,11.03,0.25,0.07,-0.33,2.27
NSE,EQUITY,BROADER,Nifty 100,Zerodha Mutual Fund,Zerodha Nifty 100 ETF,Nifty 100 TRI,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-100-etf-ZE100,TOP100CASE,544194,INF0R8F01067,19-06-2024,89.05,0.25,-0.15,0.03,1.42
NSE,EQUITY,BROADER,Nifty Smallcap 100,Zerodha Mutual Fund,Zerodha Nifty Smallcap 100 ETF,Nifty Smallcap 100 TRI,https://www.zerodhafundhouse.com/etfs/zerodha-smallcap-etf-ZESML,SML100CASE,,INF0R8F01141,12-09-2025,11.38,0.18,0.26,,0.21
,COMMODITIES,GOLD,,Zerodha Mutual Fund,Zerodha Gold ETF,Domestic Price of Gold,https://www.zerodhafundhouse.com/etfs/zerodha-gold-etf-ZGOLD,GOLDCASE,544132,INF0R8F01042,16-02-2024,966.76,0.3,0.38,-1.94,1.82
,COMMODITIES,SILVER,,Zerodha Mutual Fund,Zerodha Silver ETF,Domestic Price of Physical Silver,https://www.zerodhafundhouse.com/etfs/zerodha-silver-etf-ZSLVR,SILVERCASE,544384,INF0R8F01091,20-03-2025,493.91,0.33,0.89,,0.73
NSE,DEBT,LIQUID,,Zerodha Mutual Fund,Zerodha Nifty 1D Rate Liquid ETF,Nifty 1D Rate Index,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-1d-rate-liquid-etf-ZLIQD,LIQUIDCASE,544089,INF0R8F01034,24-01-2024,5679.21,0.27,0.01,-0.3,1.9
,DEBT,G-Sec,,Zerodha Mutual Fund,Zerodha Nifty 8-13 Yr G-Sec ETF,Nifty 8-13 yr G-Sec Index,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-8-13yr-gsec-etf-ZLTGC,LTGILTCASE,544486,INF0R8F01133,14-08-2025,31.82,0.07,0.12,,0.32
NSE,EQUITY,BROADER,Nifty Midcap 150,Zerodha Mutual Fund,Zerodha Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-midcap-150-etf-ZE150,MID150CASE,544193,INF0R8F01059,19-06-2024,149.18,0.21,0.06,0.43,1.48
NSE,EQUITY,BROADER,Nifty Midcap 150,Zerodha Mutual Fund,Zerodha Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-midcap-150-etf-ZE150,MID150CASE,,INF0R8F01059,19-06-2024,157.83,0.21,0.04,0.32,1.49
NSE,EQUITY,BROADER,Nifty 50,Zerodha Mutual Fund,Zerodha Nifty 50 ETF,Nifty 50 TRI,https://www.zerodhafundhouse.com/etfs/zerodha-nifty-50-etf-ZEN50,NIFTYCASE,,INF0R8F01166,20-10-2025,9.31,0.05,0.35,,0.15
